	AUR-AFEA-TTP1-A-1-0-R-A741-41	AUR-AFEA-TTM4-A-1-1-R-A742-41	AUR-AFEA-TTM2-A-1-1-R-A742-41	AUR-AFEA-TTM1-A-1-1-R-A742-41	AUR-AFEA-TTM3-A-1-1-R-A742-41	AUR-AFEA-TTM6-A-1-0-R-A741-41	AUR-AFE7-TTP2-A-1-1-R-A742-41	AUR-AFE7-TTM2-A-1-1-R-A742-41	AUR-AFE7-TTM1-A-1-1-R-A742-41	AUR-AFE7-TTM3-A-1-1-R-A742-41	AUR-AD9G-TTP1-B-4-0-R-A584-39	AUR-AD9G-TTM2-A-1-1-R-A542-39	AUR-AD9G-TTM3-A-1-1-R-A542-39	AUR-AFE5-TTP1-A-1-0-R-A741-41	AUR-AFE5-TTM4-A-1-1-R-A742-41	AUR-AFE5-TTM9-A-1-1-R-A742-41	AUR-AG0N-TTP1-A-1-0-R-A741-41	AUR-AG0N-TTM1-A-1-1-R-A743-41	AUR-AG0M-TTP1-A-2-0-R-A741-41	AUR-AG0M-TTM1-A-2-1-R-A743-41	AUR-AG0J-TTP1-A-1-0-R-A741-41	AUR-AG0J-TTM1-A-1-0-R-A743-41	AUR-AFSP-TTP1-A-8-0-R-A741-41	AUR-AFSP-TTM1-A-8-0-R-A741-41	AUR-AF9A-TTP1-A-1-0-R-A741-41	AUR-AF9A-TTM1-A-1-1-R-A742-41	AUR-AF98-TTP1-A-1-0-R-A741-41	AUR-AF98-TTM1-A-1-1-R-A742-41	AUR-AF95-TTP1-A-1-0-R-A741-41	AUR-AF95-TTM1-A-1-1-R-A742-41	AUR-AFSL-TTP1-A-8-0-R-A741-41	AUR-AFSL-TTM1-A-8-0-R-A741-41	AUR-AFR5-TTP1-A-1-1-R-A743-41	AUR-AFR5-TTM1-A-1-1-R-A743-41	AUR-AE6Y-TTP1-A-1-0-R-A741-41	AUR-AE6Y-TTM1-A-1-1-R-A742-41	AUR-AE5H-TTP1-A-1-1-R-A742-41	AUR-AE5H-TTM1-A-1-1-R-A742-41	AUR-AFUI-TTP1-A-1-0-R-A743-41	AUR-AFUI-TTM1-A-1-0-R-A743-41	AUR-AER7-TTP1-A-1-0-R-A741-41	AUR-AER7-TTM4-A-1-1-R-A742-41	AUR-AER6-TTP1-A-1-0-R-A741-41	AUR-AER6-TTM2-A-1-1-R-A742-41	AUR-AER6-TTM3-A-1-1-R-A742-41	AUR-AER6-TTM7-A-1-1-R-A742-41	AUR-AER6-TTM9-A-1-1-R-A742-41	AUR-AER6-TTM6-A-1-1-R-A742-41	AUR-AER6-TTM5-A-1-1-R-A742-41	AUR-AER6-TTM1-A-1-1-R-A742-41	AUR-AER6-TTM10-A-1-1-R-A742-41	AUR-AFEC-TTP2-A-1-1-R-A742-41	AUR-AFEC-TTM3-A-1-1-R-A742-41	AUR-AFEC-TTM4-A-1-1-R-A742-41	AUR-AFEC-TTM6-A-1-1-R-A742-41	AUR-AG12-TTP1-A-1-0-R-A741-41	AUR-AG12-TTM1-A-1-1-R-A743-41	AUR-AERX-TTP1-A-1-0-R-A741-41	AUR-AERX-TTM1-A-1-1-R-A742-41	AUR-AERW-TTP1-B-1-0-R-A741-41	AUR-AERW-TTM1-A-1-1-R-A742-41	AUR-AFSO-TTP1-A-8-0-R-A741-41	AUR-AFSO-TTM1-A-8-0-R-A741-41	AUR-AFR3-TTP1-A-2-1-R-A743-41	AUR-AFR3-TTM1-A-1-1-R-A743-41	AUR-AE5G-TTP1-A-1-1-R-A742-41	AUR-AE5G-TTM1-A-1-1-R-A742-41	AUR-AF94-TTP1-A-1-0-R-A741-41	AUR-AF94-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTP1-A-1-0-R-A741-41	AUR-AFE4-TTM1-A-1-1-R-A742-41	AUR-AFE4-TTM6-A-1-1-R-A742-41	AUR-AFE4-TTM5-A-1-1-R-A742-41	AUR-AFUN-TTP1-A-1-0-R-A741-41	AUR-AFUN-TTM1-A-1-0-R-A743-41	AUR-AFUL-TTP1-A-1-1-R-A743-41	AUR-AFUL-TTM1-A-1-1-R-A743-41	AUR-AFKB-TTP1-A-10-0-R-A741-41	AUR-AFKB-TTM1-A-1-1-R-A742-41	AUR-AEPZ-TTP1-A-1-1-R-A742-41	AUR-AEPZ-TTM1-A-1-1-R-A742-41	AUR-AER8-TTP1-A-1-0-R-A741-41	AUR-AER8-TTM2-A-1-1-R-A742-41	AUR-AFKF-TTP1-A-10-0-R-A741-41	AUR-AFKF-TTM1-A-1-1-R-A742-41	AUR-AFUM-TTP1-A-1-0-R-A741-41	AUR-AFUM-TTM1-A-1-1-R-A743-41	AUR-AFE9-TTP1-A-1-0-R-A741-41	AUR-AFE9-TTM1-A-1-1-R-A742-41	AUR-AFE9-TTM4-A-1-1-R-A742-41	AUR-AFE9-TTM2-A-1-1-R-A742-41	AUR-AFE9-TTM3-A-1-1-R-A742-41	AUR-AER2-TTP1-A-1-1-R-A742-41	AUR-AER2-TTM3-A-1-1-R-A742-41	AUR-AER2-TTM1-A-1-1-R-A742-41	AUR-AFE6-TTP1-A-1-0-R-A741-41	AUR-AFE6-TTM2-A-1-1-R-A742-41	AUR-AFE6-TTM1-A-1-1-R-A742-41	AUR-AFR4-TTP1-A-1-1-R-A743-41	AUR-AFR4-TTM1-A-1-1-R-A743-41	AUR-AE6X-TTP1-A-1-0-R-A741-41	AUR-AE6X-TTM1-A-1-1-R-A742-41	AUR-AFKD-TTP1-A-1-1-R-A742-41	AUR-AER4-TTP1-A-1-0-R-A741-41	AUR-AD9J-TTP1-B-4-0-R-A584-39	AUR-AFUO-TTP1-A-1-0-R-A741-41	AUR-AFR2-TTP1-A-1-1-R-A742-41	AUR-AERY-TTM1-A-1-1-R-A742-41	AUR-ADCB-TTM1-A-1-1-R-A742-41	AUR-AD9I-TTM3-A-1-1-R-A542-39	AUR-AD9E-TTM1-A-1-1-R-A542-39	AUR-AFUP-TTM1-A-1-1-R-A743-41	AUR-AFUK-TTM2-A-1-0-R-A743-41	AUR-AD9H-TTM1-A-2-1-R-A542-39	AUR-AD9E-TTM4-A-1-1-R-A542-39	AUR-AD9E-TTM2-A-1-1-R-A542-39	AUR-AFUK-TTM1-A-1-0-R-A743-41	AUR-AD9H-TTM3-A-1-1-R-A542-39	AUR-AD9H-TTM2-A-1-1-R-A542-39	AUR-AD9F-TTM3-A-1-1-R-A542-39	AUR-AD9F-TTM1-A-1-1-R-A542-39	AUR-AD9F-TTM2-A-1-1-R-A542-39	AUR-AFUG-TTM1-A-1-1-R-A743-41	AUR-AFE5-NT1-A-1-1-R-A742-41	AUR-AFE9-NT1-A-1-1-R-A742-41	AUR-AFE6-NT1-A-1-1-R-A742-41	AUR-AFE4-NT1-A-1-1-R-A742-41	AUR-AE5G-NT1-A-1-1-R-A742-41	AUR-AFEC-NT1-A-1-1-R-A742-41
N:GEXP::SIDT1:54847:	311.00017	91	518.99974	121.00002	74.00005	532.99977	76.00003	128.99992	93.99999	90.99996	136.00003	78.00003	80.00006	134.00006	98.99996	180.99992	252.00005	51.99997	373.0005	72.99997	1455.0012	72.00001	373.99988	54.00004	359.99992	126.99966	309.00026	130.99977	1190.99931	119.99993	357.99966	1019.0004	527.99991	123.00004	230.99968	48.99998	783.99944	42.99999	624.0003	515.99957	449.99973	49.00001	649.99979	1368.0025	1698.99888	1408.00462	492.00037	673.00049	1067.0004	835.00037	1059.00034	191.99968	116.00009	359.99996	207.99969	1325.0013	2009.99548	5268.0007	9403.0056	1160.00077	1804.00323	871.9998	935.9997	1337.99923	429.99997	6046.0032	3066.9962	1718.00081	1697.9988	628.0009	546.00016	1287.00337	724.00012	829.0003	1408.99971	3433.0018	2093.9965	1574.0007	5527.99677	2839.0035	6422.9962	409.00023	471.00058	978.99985	4086.9964	369.00046	40.99998	7162.0076	12600.0453	1359.9997	396.99965	3043.9987	866.9999	209.00045	553.00031	232.00046	88.99998	50	3147.0046	492.00004	759.00033	79.00001	101	745.00009	470.00093	358.00021	3747.004	1833.00151	2810.99867	1572.00332	2661.9978	3844.0038	1750.00162	182.0005	1043.00104	353.00037	936.00055	1229.00072	1601.0029	1217.00005	2891.99812	2169.99683	1362.99712	308.00029	869.00038	843.99973	87.99996	691.99958	381.00008
N:GEXP::SKA1:220134:	106.99999	814.99986	621.00021	150	259.00012	387.99986	429.9998	1025.99953	581.99986	725.9999	158.0003	110	216.0001	304	149.99976	77.000038	314.00055	1475.00316	308.9998	1154.00236	380.0001	1091.99523	86.0001	188	266.00011	1306.00066	157.99992	527.0002	342.99978	534.9997	569.00001	181.00036	495.0006	137.99976	390.9998	708.00019	1572.99755	601.9999	670.00011	923.00009	153.00014	26	262.00052	158.99953	389.00049	310.99965	186.0004	73	203.99963	176.99976	45.00004	208.00012	235.0004	984	611.9995	77.99998	219.0003	234.99959	353.0005	118	419.99995	165.99985	285	1752.99594	1528.99735	585.99987	896.99966	75.00006	209.00006	85.00009	114.99987	208.99997	114.0005	21	180.9996	338.00004	24.00001	28	242.9997	104.00002	49.0000103	22	128.99967	66	490.9998	15	1384.9975	105	265.00021	21.000008	24	46.00004	164.00004	32.00004	130.99972	38.00005	96.99996	96.000073	136.99995	867.00044	85.99999	474.0001	409.9998	25	24	114.99996	437.00021	720.0005	370	161.9997	656.00024	79.00002	53.00005278	10.0000064	45.99993	65.00006	237.000386	149.99992	330.0001	173.0004	186.9997	117.00015	682.9997	3	9	10	5	82	15
N:GEXP::SLC16A6:9120:	145.324	421.3762	493.91803	86.96858	970.63748	299.96509	126.83704	205.0901	156.03195	179.32524	243.558	95.71333	73.456129	210.26221	54.79273	54.1159	162.0393	128.62068	212.62484	319.51329	200.3714	259.156	99.90437	153.434	236.53622	527.502	143.638	151.19814	402.1804	127.34969	136.835111	228.58701	51.0212	45.5218	178.89542	99.00002	391.19974	71.34373	456.6607	420.1612	234.39873	262.21716	936.7566	415.1441	1117.02935	1207.23759	540.10972	553.33069	348.5281	1109.66728	322.626639	409.39906	450.452	561.20256	486.22234	272.2843	549.5594	1770.7098	4231.61994	166.08297	625.64356	563.77238	474.8969	844.5269	583.99256	13898.4033	5583.8305	428.22169	1189.01732	370.21129	250.1687855	614.5336	209.1178284	886.3539	180.48791	1820.97094	510.8605	788.2051	1607.70095	1538.48466	607.1204	1526.17221	7294.9606	123.443	547.17249	190.32241	138.65737	748.86069	679.7069	168.2734	325.3463	1003.77243	1257.8761	433.611	779.7162	326.93513	53.633324	130.6384	313.478798	272.77959	356.45757	216.058	1563.94968	273.86881	625.1744	245.21899	462.6349	456.373	471.713126	769.758677	10434.19736	2766.35894	1065.80668	882.365	2109.63896	2638.66019	631.7294	2217.75265	2603.43802	1000.2151	1049.3603	620.99668	5586.5891	14.08994	282.410668	165.20128	41.000019	571.1046	1562.52123
N:GEXP::SLC39A6:25800:	608	5784	5569.9981	1181.00004	2756.99785	2010.00421	4266.0012	17748.0512	5655.0012	7246.9978	1166.99622	921.00018	1597.0054	3389.00624	6263.9968	3850.003	2265.0043	6729.0031	3475.00118	11467.0053	2478.9989	13990.007	629.00081	2829.9973	2886.9976	12053.039	2007.00467	7155.997	3030.9995	8404.0012	5271.00057	2696.005	1476.0008	1401.9957	3108.9998	10186.9961	11603.005	3323.0053	7481.002	7922.004	2639.0021	1724	5561.9983	2989.9995	7447.0016	4912.0013	1642.9995	3564.9956	2822.9979	5803.002	1744	1176	3864.005	6188	4975.0006	3575.0028	6259.004	7073.99967	20985.049	2577.001	7181.9972	4104.00413	3782	30922.999	15591.981	60657.919	71109.06	7433.9979	9417.9977	6394.002972	10344.99318	63954.023	6362	3381.0056	18989.015	90512.049	42421.952	10863.9715	23152.027	30618.97	49613.017	5320.00482	3271.003	3202	19566.998	2237.0014	9576.997	44470.00058	124680.987	3402.997	2425.9971	20516.955	50954.971	1969.997	25937.026	3813.0022	933.0001	1109.0003	19638.982	5586.00491	1793.000109	6424	10527.999	6072.0075	28591.03278	8124.0061	31423.974	9769.9986	34740.995	20632.0131	47483.0323	60460.03	44696.06	12912.99635	18746.9622	32666.9576	40479.984	281513.433	346425.87	18510.9789	31246.9962	10926.0022	26640.9662	435.0004	3561.0049	3446.9974	894.0002	7781.997	7163.9968
N:GEXP::SLC44A4:80736:	40.99998213	12	8	50.99997	27.000052	15.00001	14.0000368	2.999998	2	63.99994	11.0000125	5	26.00001	2	7	24	8.99999	1	52	14	23.999988	6.999997	22.00001	33.00005	110.00004	56.00005	12.000039	15.999983	302.0002	50.000071	10	8	44	6	84.00007	824.00007	57.99999	123.00007	1952.99886	2654.99984	4.000003	10	440.99975	4423.0037	5431.00337	832.99966	1070.99965	2176.00171	2633.00125	4752.9988	4667.99988	24.99997	314.9997	400.99947	43.999967	731.00025	4334.00228	3287.998	6596.9981	691.99992	1908.00096	172.00007	1520.99703	2885.00442	1309.00456	8756.0001	4894.0041	2302.9961	21822.952	242.99989	1369.99593	4860.9998	1826.0008	362	4031.0002	2911.00273	5462.00459	1084.00028	8845.99593	4817.9989	3472.0055	90.00002	451.99969	1514.9972	33240.99795	57	14	223.00034	1928.00374	266.99994	1047.00004	736.99995	74.00006	6	20.99998	19.99996	30.00003	5	2422.99721	3	23	52.000023	6	148.9999	195.00032	210.00065	10862.9996	250.00038	11851.9907	7306.0019	7508.9931	15064.9813	16462.9562	465.00018	1574.0028	2319.0014	8251.9997	3814.9961	4449.002667	5685.9964	7923.994946	4727.99547	1364.003438	0	1	7740.0039	6.999997	310.00009	70.00001
N:GEXP::SLC7A13:157724:	4	3	18	40.00001	46	3	5	6	4	1	27	1	0	2	0	1	2	1	0	0	5	0	27	0	1	3	10.00001	0	6	0	12	1	1	12.00001	1	0	2	1	1	0	7	2	1	3	1	1	0	0	0	0	0	20	13.0000162	0	0	4	8	8	3.000003	9	13	12	20	11	5	69	132.00013	62.00003	42	41	31	25.99997	23.00003	74.0001	39.00002	17.99999	20.000036	49	43.00005	24	109.9999	15	3	29.00005	37.00001	8.00001	1	29	36	5	5	2	3	1	20	6	0	13	11	4	1	1	1	42	31	17.000018	12.99995	2	25.99998	16.99997	40.00008	305.9998	0	4	35.999967	29.99997	0	173.9997	339.0006	17	19	3	3	3	0	1	2	0	1
N:GEXP::SLC7A8:23428:	421.00039	861.00011	707.99998	275.00008	219.00018	333.99957	479.99995	137.99999	106.00004	296.00002	275.000006	585.99966	445.99956	257.00009	200.99955	151.999978	339.99969	1110.99907	1393.99812	2228.99633	396.00036	908.999974	119	121.00014	516.00035	732.99974	410.99992	1205.99988	523.00036	1312.00087	790.00036	433.99993	282.00055	129.000098	314.0003701	126	884.99972	322.9999731	1067.99957	519.99944	314.00019	726.9994199	937.0004	1786.99533	1637.00006	724.00069	307.00023	732.00022	470.99958	1393.0003	1206.99969	628.00032	125.00001	316.00024	892.99964	547.00001	941.99952	3213.00121	3951.99773	425.0002	962.0002593	672.00032	1421.997031	2723.00025	257.99952	7343.01157	911.99976	1183.99978	1689.99971	897.000918	1605.0005	2524.00053	1791.000479	529.0007988	4946.00237	3554.998383	2190.99897	673.00057	17288.9976	7655.99837	8263.0023	4865.99724	7335.00052	3991.0024	6834.002081	822.00011	507.99948	4211.00201	10050.992	2491.9958	1433.99943	7975.99015	3061.0024	956.9996	455.99973	1703.001021	1384.00048	1108.99989	2198.00206	343.00044	906.0000837	491.00059	848.00014	1310.999788	986.00127	362.000568	2865.00171	1082.00022	13135.0046	3487.99698	1817.000505	4753.99769	4611.99663	1001.00059	113.0000229	344.00046	2836.9998	31802.01692	42026.9854	2942.99629	5141.996	3085.0023	2929.99733	677.00048	669.0006945	1560.00037	368.99959	888.99978	3156.004366
N:GEXP::SOX10:6663:	1347.8476	9216.909	4370.0696	3686.08074	2612.964	2456.95332	2040.8996	6806.1346	6172.80335	4954.05603	668.8777	2341.3641	2094.822	853.565291	2782.41864	6341.16585	1551.6406	3906.6063	64.4223	1.34924	1519.5226	7550.2865	376.75155	478.3425	17.12677	0	1142.147477	3580.13523	1378.656	8407.1989	1099.77151	486.712	45.1562	35.90272996	2916.434145	6300.11145	5232.317	2560.876	0	0	2816.97465	7971.09127	67.225392	0	1.19484	72.58318	0	388.94754	68.2363	46.9014	0	0	0	0	0	45.1924	0	0	1.62048	45.9161	14.85559	0	51.3893802	0	3.755638	361.0931	65.23861	2.91942	0.32662	102.227992	5.69E-06	6.86739	0	0	11.45048	468.18644	14.18639	2.23002	0.10691	679.670085	0	0	13.3504	0	21.505112	175.7243	0	9.64987	416.909	34.23151	0	3007.91585	21.12304	5.62101	2.510025	32.0127	4.49757	0	1107.131967	145.8614	179.8293721	4161.692	1.835687	141.4715141	7.88847	14.703706	0	0	0	19.21431	9.29436	0	0	0.637707	3.92523	0	0.229544	1.19392	0	57.792	2.71056	2.556992	33.6669	3844.35	4251.5	12.8103	0	3914.96302	1132.594365
N:GEXP::SOX11:6664:	363	942	108	122	362	310	2076	9790.99	4008	7843	392	389	487	1909	1638	1423	2367	11503	2545	8700	699	111	705.001	9839.01	3085	3984	150	1235	40	63	2957	905	11043	18960	1404	4260	4777.97	1381	702	166	203	39	591	445	329	615	886	209	871	385	379	238	128	9	107	3158	6455	1889	1820	1006.91	8782	394	2619	1007	1168	64	30	338	22	347	330	1166	238	198	102	34	0	48	316	56	6	94	124	263	239	169	2162	221	178	9	21	141	379	291	233	1929	1466	787	611	3368	165	854	39	20	121	51.0001	126	2509	4839	16	541	2	99	1	2	102	15	14	13	30	89	44	298	335	344	10	2	627	174
N:GEXP::SPAG5:10615:	608.99971	3887.71493	2307.85735	1573.4369	1082.74412	1349.69812	1213.005214	2144.77655	1491.6126	1913.96408	287.94782	812.73023	679.75814	777.9740701	1464.37918	759.17198	857.77593	4733.86312	532.85342	4181.56324	737.65118	1994.89293	627.47511	335.90343	912.61581	3036.61268	804.63205	2104.95375	1508.79915	7872.73472	6297.32901	1122.68556	3737.73445	6631.03278	2461.77079	2928.68282	3961.35099	1392.05028	2074.95533	3163.69812	338.82994	343.47982	1395.8312	3143.15926	2496.94	1617.93931	2640.93627	1128.92162	2410.9101	1329.39857	908.76359	779.9045815	2539.80699	8164.61822	2640.65591	3343.63628	9836.025031	4545.09146	10272.69739	671.5514202	1292.891014	891.83383	1121.87011	5259.55291	5001.39479	2270.86414	3750.87872	453.00004	1112.60634	450.7841	1257.56592	2047.38438	1822.676	129.69481	739.7670646	1807.93674	601.7338	200.00023	1187.13411	903.16322	417.1676	625.99033	2532.90715	284.93885	3791.93913	118.00007	9117.6396	343.12969	2502.95753	938.9532	149.936309	498.46334	2450.665	726.54781	1404.8703	241.85427	2138.06848	1671.77949	874.33874	2530.6506	290.60482	3599.53191	2116.84179	369.21567	91.93734	370.15628	2676.78834	10362.29767	1553.39679	1559.727356	4596.74708	733.73843	490.874215	32.99998	626.75976	550.73595	702.546678	1427.08318	2365.19574	1352.54224	2184.09168	1347.75423	21262.8558	824.23363	432.59131	274.4461	841.8250538	438.91389	169.00019
N:GEXP::SPARCL1:8404:	1730.996	9459.000634	11496.00235	5578.0003	1443.99977	1774.00502	7355.99877	7069.99807	2631.99574	8180.99801	931.0014	515.99974	20289.02552	1613.99593	7432.99486	2637.00434	947.00031	2190.9955	5311.00144	9403.99424	3917.0031	17175.00935	853.00019	1250.000894	1841.00234	5227.9971	1500.0032	5262.999891	2588.99782	3053.99832	5901.002023	3607.99691	2163.99725	3531.99494	1779.005281	4064.99718	19911.99658	2257.9977	6774.00011	15918.00743	1052.0003	3229.9983	8595.005	3387.99744	17251.03547	9747.99796	2493.00238	63561.9951	33269.97612	8683.000483	8460.00288	5897.00311	333.0006	1826.994927	12105.97576	18779.04349	127.999603	1510.997715	341.99961	1600.00451	6376.001692	2413.99971	2738.00296	7540.9982	9530.99721	28765.03909	12067.0062	5339.002236	797.99967	4202.002831	13777.00619	1055.00063	10456.99244	1220.9995	68500.96543	107850.0379	88143.9739	1932.99675	6188.00044	7858.00551	6160.001	6021.0065	7111.99611	1358.996169	22357.99958	2390.998	8883.99789	1019.000445	103730.9992	1297.00022	66748.02162	41833.99104	7942.99828	7282.0059	3800.00053	4312.998989	3014.00021	5417.00111	28298.95265	9821.00283	6056.0004	1358.99984	7744.00061	5726.00318	5825.0063	289.0008	32458.99916	405.99954	3275.99704	1516.9993	27653.96682	40508.97129	12648.01716	2184.00564	1016.00041	13903.02573	6846.0011	584.99959	209.00047	5221.00441	1127.00025	24203.00182	13922.05318	17499.96037	79698.05215	37127.04998	414.99999	20217.98308	45541.01291
N:GEXP::SPDEF:25803:	21	226.0002	782.9996	421	53	103	37	369.9995	252.0002	87	147	474.0005	555	12	37	157.9998	19	22	153	188.0001	285	1419.0029	45.00000003	50	1324.9982	1243.997	247	1578.999	153.0005	2633.00163	32	57	264	293.99979	59	53.99997	676.99971	1364.0008	2454.001	2872.9985	15	20	683.9997	3743.005	2765.001	2958.999	1774.9979	1023.0003	1430.9993	2537.9974	2791.9957	26	874.0009	3664.995	40	1296.9983	8496.998	2764.999	5603.997	1125.9998	6386.004	734.9999	1670.999	5598.998	5987.003	14691.99	20559.985	1255.9961	12422.032	380	4104.001	9186	5816.001	206	7784.002	6495.999	7082.001	468	16732.96	12691.999	6174.003	868	5784.004	504	24869.97	86.0001	1012.0005	134.0001	2100.005	452	48	883.0005	2618.997	601.0005	995	26	5	6	2968.9961	134.9999	31	192.00048	2	570	126	129	7759.998	6782.999	15491.967	11837.022	7059.001	14353.02	11320.99	621.0003	7209.006	4830.002	4209.001	9157	7475.01	8790	11872.965	6902.005	5058.997	44	19	49	22	1111.9955	196
N:GEXP::STAC2:342667:	620	3879.004	8625.999	7194	1140	900.001	7021.01	9830	17131	16561.01	506	4594	4421	1104.0007	6950	12909.01	38	47	972	2311.004	920.0007	57	669.001	524	1420.0053	12405.99	2206	13079.02	311.0001	4515	47	28	3590	2322.998	1055.001	3035.001	617	3295.999	430.9996	219.9999	39	48	1557.0037	4087.002	5049.004	3645.003	2444.004	2551.002	4396	5496.005	22109.97	34	19	14	16	189	961	21	2	161.99964	556	37	14.999996	429.9999	141	1257.001	14	9	13	199.0001	5.999995	1	97.00001	5	197.9997	852	0	8	0	2136.005	1	59.0001	6	47	14	106	4296	2	1265.996	0	23	17.99997	3	13	15	68	23.00002	9	5417	235.0003	215.0006	1614.995	131	129	8.00001	3	4	56415	21	0	48	0	9	0	1	5	0	8	2	11	0	3	36.00001	4673.996	601	17.00001	0	10193	4093.998
N:GEXP::STARD3:10948:	453.999885	1587.99949	939.00059	620.00026	586.999972	558.0006768	1477.00099	3073.997	1883.00224	2131.00315	216.00025	1110.00039	1325.00102	277.0001925	2196.99959	1888.99996	413.00029	1087.99982	497.99964	1252.000235	835.00006	1170.00016	386.00024	207.00029	776.000364	1982.00286	425.0006211	1255.999841	1249.000207	2701.99747	529.00063	786.0007802	2121.00066	1092.000249	1015.00027	1323.00037	2124.00469	834.9995	1149.99958	2079.99715	377.00071	2042.00007	749.00065	2232.00315	2306.998862	1837.99675	370.99984	767.99961	2337.99985	2360.99761	3700.99832	542	956.00061	1968.99873	1438.9996	4609.00062	14634.96583	6779.00144	13570.0056	2672.99977	6699.00301	2544.99911	8185.004173	2187.00315	13065.00246	7108.00275	11416.99386	693.00057	1961.99567	419.0001172	1395.999671	1243.99997	1088.99971	175.0002	1421.999911	2437.00171	1939.00126	212.00004	1665.00394	2576.99942	1172.99974	683.9997975	3273.99977	311.000241	3595.99655	227.999828	2189.0006	147.00007	1205.00065	835.00016	1110	950.0003	857.99952	1098.00088	404.00008	1054.00073	3088.00107	2493.99978	2049.001828	1056.00013	635.00034	1960.00228	1367.00055	709.99983	150.0002677	168.00032	2206.9956	37291.9817	41436.9644	2271.00488	2357.00005	1464.00021	1682.99691	95.99991	1688.000165	1004.000795	751.000553	1974.999398	2382.999707	3034.00261	1561.99993	1621.00045	9613.00121	3420.999801	1875.99968	1565.99952	1091.00045	1157.00043	959.99944
N:GEXP::SYTL4:94121:	872.0008	1160.999908	594.0011	147	322.0008	343.9998	943.9997	1648.0004	915.00017	1838.00008	423.0001	692.00066	802.99951	1144.0007	2999.9964	3335.998	414.9996	248.0005	1203.9998	537.000917	768.00021	494.9998	337.0001	558.99992	658.0003	787.00001	1475.00005	432	711.9998	142.9995	1756.0005	1322.0015	236.0001	446.99978	694	816.00121	1462.99873	872	1327.0004	2244.00384	998.99985	1838.9998	1022.001	1102.00094	2100.00282	1313.99907	759.00033	1824	1231.99935	2598.999	1420	466.9999294	165.0001	1113.99954	772.9996	889	254.00027	835.0005	334.99936	1125.9998	287.0001	1510.00298	1458	1041.00008	776.99963	1786.99969	1260.99954	2755.0049	3891.0024	1567.0006	1279	2325.9986	1061.99971	1689.0034	4533.0026	4163.99585	6871.994	1431.001	1621.9998	2501.0011	3878.99977	1452.001	3022.9999	718.0002	1214.99997	860.0007	651.9996	1959.00092	2761.00489	1788.0002	949.99964	2523.9998	2146.99994	940.99981	1454.00032	1864.0032	176.00004	247.0004	1022.9994	269.99995	1486.0019	1096.9996	468.9999	1831.00229	1129.0015	932.0012	3623.9963	1074.00015	577.9996	1749.9956	1160.0001	8474.998136	2193.0021	399.99997	2550.997	1069.000919	983.0001	1409.0006	1755.0008	563.99982	825.9995	557.99974	1314.99979	726.0005	1608.0009	2321.0008	1624.0003	1364.0008	2647.998
N:GEXP::TBC1D9:23158:	961.0001	3593.00535	3957.00249	486.99976	1638.00466	2370.0043	1582.99835	5258.00271	2450.99638	2954.99749	894.00089	1690.99654	2410.00117	1190.99888	2529.99738	3237.99993	983.0007	826.99954	1756.00447	1766.0036	2621.0027	842.9999	726.001	457.9998	2778.99572	1608.99857	1504.99918	3688.99704	2559.0034	3182.99785	3231.00199	2515.00297	2697.99845	848	2089.99902	2001.00211	4861.0046	1785.00038	2575.99853	3281.99841	1309.0037	1562.9992	4613.00116	7426.0012	15202.0256	11700.0003	3803.00103	6254.998	12773.9702	12300.966	10023.0039	908.99994	594.99978	2914.99927	1810.0032	3834.00429	7925.99681	29246.0143	100590.152	2160.0036	6392.00191	2640.00028	2650.00349	10964.9967	2549.00309	37781.9671	37016.0423	11567.0398	49957.013	4009.0013	7050.99808	43476.0155	6984.0026	1805.0049	15402.9702	49622.0283	35062.9868	18046.0533	48339.0311	69716.013	32618.0517	32525.0022	14109.0404	2933.9979	18203.0452	2619.0056	2443.99606	14277.9768	58947.051	3720.9995	2855.00257	20893.0066	6979.9998	1851.00376	5444.9966	3441.9965	1388.00227	574.9998	17895.9595	1501.00416	3149.9961	3430.9959	3111.99543	8365.0063	3682.00404	1690.9994	19046.0209	21239.0046	9538.9973	51656.9999	58654.9711	61043.9984	127799.299	6726.0006	28818.9965	16676.9702	63005.9755	81962.0211	98399.0963	12695.95454	18079.0451	13282.9964	25021.9998	1159	2830.00376	4252.00065	1469.00133	7504.0021	7331.9967
N:GEXP::TCAP:8557:	52	56	46	39	21	38	49	37	58	63	27	46	28	12.000032	142.99993	170	24	62	15	43	68	7100	46	31	119	90	44	27	50	31	22	46	37.00005	75	42	21	41	17	15	14	20	30.99997	25	109	42.00002	28	11	17	47	42	98	34	15	15	107	171	156	581.99982	380	365	212.99993	79	459	38	1064.99589	63	230.00012	392.9996	83	33	103	45.00001671	65	13	22	30	25	14	19	48	49	73	238	0	47	25	26	1	71	16	50	30	334	22	18	22	81	44	65	35.00001	37	64	29	112	40.0001	29	59.00005	825.9997	857.00004	28	97	47	50	8	130	38	7	63	117.00019	53	21.99996	51	88	794	106	110	29	27	13
